HH_ID,GEO_CODE,longitude,latitude
1,10001040100,-75.72830198266487,39.242803414589055
2,10001040100,-75.6569860441118,39.18199592221465
3,10001040100,-75.69738468388186,39.28477823400889
4,10001040100,-75.69720382317081,39.192526272109205
5,10001040100,-75.73223562153196,39.19060416218219
6,10001040100,-75.68217848636249,39.2169381048847
7,10001040100,-75.67537328277307,39.18623067743843
8,10001040100,-75.67786934064002,39.181999057342026
9,10001040100,-75.681412637832,39.2333395748413
10,10001040100,-75.72442009732691,39.284118071981894
11,10001040100,-75.65061617410585,39.22953664783095
12,10001040100,-75.64170100997902,39.22576846737211
13,10001040100,-75.67233959183507,39.203982524205266
14,10001040100,-75.67129110699997,39.258004268804314
15,10001040100,-75.70213880357913,39.212791231210616
16,10001040100,-75.6565795204721,39.23932583514516
17,10001040100,-75.69523147456547,39.25085179432031
18,10001040100,-75.64948199028728,39.23149152075732
19,10001040100,-75.65655805645733,39.23498463736452
20,10001040100,-75.67271737015342,39.253293259277605
21,10001040100,-75.63290528184707,39.21383481873224
22,10001040100,-75.64725062435834,39.21780536922613
23,10001040100,-75.70654569934979,39.236607385560056
24,10001040100,-75.65411206824577,39.20207980885893
25,10001040100,-75.73427805851513,39.297352431676416
26,10001040100,-75.6624276668046,39.21008170060652
27,10001040100,-75.69118589674063,39.26923118440737
28,10001040100,-75.63989579589264,39.21233125259373
29,10001040100,-75.70826178998026,39.26562315899439
30,10001040100,-75.67773490036755,39.199520372170035
31,10001040100,-75.70645975707814,39.22255438795073
32,10001040100,-75.63656151966674,39.188237248596955
33,10001040100,-75.6469138678565,39.22665697848729
34,10001040100,-75.73571410065986,39.288117497634374
35,10001040100,-75.72893658036524,39.29374676702736
36,10001040100,-75.74784680089168,39.2514885819845
37,10001040100,-75.63928723291137,39.188888508369175
38,10001040100,-75.74930983107716,39.226333977324536
39,10001040100,-75.69596837254075,39.24811053305696
40,10001040100,-75.61471220700419,39.209324631913304
41,10001040100,-75.63761325405233,39.225753380765
42,10001040100,-75.65522654920632,39.224204523684286
43,10001040100,-75.65981754581372,39.21102688929607
44,10001040100,-75.68109578866743,39.24472089532645
45,10001040100,-75.64588586651448,39.19782888259547
46,10001040100,-75.71868879441647,39.22042040358895
47,10001040100,-75.67914840234609,39.27968195712822
48,10001040100,-75.71840354494228,39.286739980850456
49,10001040100,-75.62761842377068,39.198229120072156
50,10001040100,-75.67291028283465,39.23051970702748
51,10001040100,-75.71232970003484,39.29229386733999
52,10001040100,-75.74034790513517,39.275990436909574
53,10001040100,-75.72512346034593,39.18921542737323
54,10001040100,-75.6685833384464,39.25815907820584
55,10001040100,-75.74903751692968,39.250907017642845
56,10001040100,-75.67974820751265,39.189703630576496
57,10001040100,-75.69282518014928,39.213477441867305
58,10001040100,-75.64619297709751,39.19551804939271
59,10001040100,-75.75289092540382,39.26786524979765
60,10001040100,-75.71747964216824,39.227344554769964
61,10001040100,-75.69648114270161,39.19927741007226
62,10001040100,-75.65881850422733,39.22186693332851
63,10001040100,-75.74537816002731,39.20717389000226
64,10001040100,-75.73069038309232,39.234333775175784
65,10001040100,-75.68115771374298,39.230981064727644
66,10001040100,-75.72284582178538,39.24392255371227
67,10001040100,-75.64152087138693,39.23623448310467
68,10001040100,-75.67081272910988,39.2207920890639
69,10001040100,-75.64338698191948,39.202044493613435
70,10001040100,-75.68423452607149,39.22526782216597
71,10001040100,-75.69781029434347,39.2131878378751
72,10001040100,-75.72713088754065,39.25348702323581
73,10001040100,-75.69470764456754,39.28420910609647
74,10001040100,-75.74897408167746,39.244005889417586
75,10001040100,-75.70880301182922,39.24388925026749
76,10001040100,-75.73904595434087,39.24555355433809
77,10001040100,-75.69517066740785,39.273052509291844
78,10001040100,-75.64946597214927,39.19215076329484
79,10001040100,-75.67454711086073,39.21366171867421
80,10001040100,-75.68336491841902,39.25970732127911
81,10001040100,-75.63575842345156,39.224300899257344
82,10001040100,-75.7027098450339,39.19358543899182
83,10001040100,-75.65991307601954,39.187458930178686
84,10001040100,-75.71691297381003,39.224566545060185
85,10001040100,-75.6593098658976,39.18825901443723
86,10001040100,-75.71161530921228,39.19854954736854
87,10001040100,-75.71164010207937,39.23663396735847
88,10001040100,-75.69470792357015,39.1921318429647
89,10001040100,-75.64483453537594,39.18889423808599
90,10001040100,-75.63669256710925,39.21342871176928
91,10001040100,-75.73049834554338,39.22985350798257
92,10001040100,-75.70583843306345,39.291679506814624
93,10001040100,-75.72302893839957,39.28176138369019
94,10001040100,-75.71861247388996,39.270672195740545
95,10001040100,-75.70417853603347,39.22682803989568
96,10001040100,-75.7063263206848,39.266390567982285
97,10001040100,-75.72441863305463,39.212060071154035
98,10001040100,-75.72082906079079,39.228303434254336
99,10001040100,-75.72505117360318,39.21697247197649
100,10001040100,-75.72675740166314,39.293495985539444
101,10001040100,-75.69014256713488,39.263221153662286
102,10001040100,-75.71240372458367,39.24863572053928
103,10001040100,-75.63648981495446,39.208276546183974
104,10001040100,-75.71419822632114,39.20529250957958
105,10001040100,-75.72807762071066,39.23090440792062
106,10001040100,-75.66470144021606,39.23740767817074
107,10001040100,-75.68606728836544,39.27983665141106
108,10001040100,-75.73152892003023,39.208655702496664
109,10001040100,-75.67380522223993,39.267420189419695
110,10001040100,-75.64810143181063,39.22562914651113
111,10001040100,-75.74381827593125,39.20978095748143
112,10001040100,-75.67448878464938,39.25507425194794
113,10001040100,-75.67011048045484,39.27120545248472
114,10001040100,-75.6921016287175,39.2006684086045
115,10001040100,-75.67107685175506,39.267118710486706
116,10001040100,-75.71180325195706,39.24663317034811
117,10001040100,-75.68534941200971,39.26142471834369
118,10001040100,-75.64444028396063,39.21502715875299
119,10001040100,-75.67817818226763,39.244101464421895
120,10001040100,-75.66338112080102,39.2247867447975
121,10001040100,-75.69088000962563,39.278948803767726
122,10001040100,-75.74898699149146,39.27182891957174
123,10001040100,-75.70813241510989,39.2603391091009
124,10001040100,-75.64464923481312,39.232573664203855
125,10001040100,-75.72645868105106,39.26881314730588
126,10001040100,-75.62693971851843,39.22502095655851
127,10001040100,-75.75543025263754,39.262191951608585
128,10001040100,-75.65291365126507,39.23403668768357
129,10001040100,-75.71641138299833,39.198532018159
130,10001040100,-75.64199030736326,39.25183106857334
131,10001040100,-75.67391998994749,39.19333344482872
132,10001040100,-75.7110451503592,39.192947287092416
133,10001040100,-75.67354723588336,39.222050593531634
134,10001040100,-75.72109819992978,39.27303756563931
135,10001040100,-75.71436870535419,39.2122747135346
136,10001040100,-75.6848295822344,39.260768297051456
137,10001040100,-75.73389325423618,39.28770310536674
138,10001040100,-75.69175439470801,39.25035226667484
139,10001040100,-75.6941694423371,39.29005389800645
140,10001040100,-75.7292876937912,39.186821060528885
141,10001040100,-75.64982971414805,39.23465848789329
142,10001040100,-75.65959990310002,39.25316222104272
143,10001040100,-75.6316175198092,39.19797049002722
144,10001040100,-75.67226130115152,39.21446069718139
145,10001040100,-75.74694770867129,39.282372893252045
146,10001040100,-75.71237113914601,39.25996147376854
147,10001040100,-75.63553838878326,39.23242086678775
148,10001040100,-75.68227114938715,39.21217198352538
149,10001040100,-75.71818392065835,39.24270056807813
150,10001040100,-75.73165234039871,39.28540274441694
151,10001040100,-75.75657345507274,39.25519435696321
152,10001040100,-75.70875186860148,39.21962617731933
153,10001040100,-75.72919993341594,39.26387190288692
154,10001040100,-75.67869032257909,39.26646530245443
155,10001040100,-75.70019480300864,39.241312760140104
156,10001040100,-75.73008336583658,39.229492985611365
157,10001040100,-75.71201874732883,39.26738856457563
158,10001040100,-75.63151665482415,39.187960464459195
159,10001040100,-75.64208634873025,39.19433821637528
160,10001040100,-75.6274729124207,39.22549689806193
161,10001040100,-75.70012531024544,39.297371264636126
162,10001040100,-75.74574641235485,39.25116852489006
163,10001040100,-75.6511305890522,39.17715678868796
164,10001040100,-75.75440148690525,39.25435946621022
165,10001040100,-75.7424287875873,39.20642879531282
166,10001040100,-75.6537465223795,39.26433802145791
167,10001040100,-75.67932357493164,39.26700408310805
168,10001040100,-75.68930863971407,39.24137450837062
169,10001040100,-75.71404644145862,39.22447735599801
170,10001040100,-75.6627624338506,39.26710734972761
171,10001040100,-75.69033937275377,39.22312791001699
172,10001040100,-75.71454258867576,39.287365903672516
173,10001040100,-75.70908333119222,39.200008144094696
174,10001040100,-75.67294686801627,39.19532973234781
175,10001040100,-75.72009655345086,39.22346813272011
176,10001040100,-75.70491331338376,39.204943598988386
177,10001040100,-75.72367452089239,39.28413117507438
178,10001040100,-75.67732548856398,39.26684176390418
179,10001040100,-75.7108201578033,39.19440353929525
180,10001040100,-75.7481814104372,39.23591763483215
181,10001040100,-75.74007535673992,39.21363667359773
182,10001040100,-75.68598608611782,39.19664085024031
183,10001040100,-75.73611886175138,39.269106274726845
184,10001040100,-75.74589739418816,39.23847711872405
185,10001040100,-75.67336750408856,39.18932404028139
186,10001040100,-75.72163440707101,39.28368756703158
187,10001040100,-75.6730858284634,39.23355628665217
188,10001040100,-75.7321581730846,39.26313896373118
189,10001040100,-75.70741236571799,39.21295956159705
190,10001040100,-75.74284887838348,39.2611274414122
191,10001040100,-75.62541322160122,39.208694821264885
192,10001040100,-75.70425730091605,39.22915504046314
193,10001040100,-75.73369738276048,39.27312578911662
194,10001040100,-75.65727454609335,39.174985168341486
195,10001040100,-75.65703235689907,39.20911585385501
196,10001040100,-75.66129939204622,39.252554058771594
197,10001040100,-75.67030454852262,39.26330480265171
198,10001040100,-75.72040634906934,39.25013589122264
199,10001040100,-75.674254460323,39.23083075566687
200,10001040100,-75.69340772148159,39.23801689422164
201,10001040100,-75.71286476282177,39.19784689382806
202,10001040100,-75.66742643037087,39.27489472866378
203,10001040100,-75.68135138612816,39.28984600865216
204,10001040100,-75.68478373311187,39.214137003978
205,10001040100,-75.65685800018375,39.23977995167245
206,10001040100,-75.70523609978962,39.24115118715859
